;lat;lon;ciudad;zona;localidad;barrio;habitaciones;baños;area;area_privada;precio;moneda;tipo_propiedad;tipo_operacion
1349;4.636;-74.063;Bogotá D.C;Zona Chapinero;Chapinero;Chapinero Alto;1.0;2.0;46.0;46.0;380000000.0;COP;Apartamento;Venta
1350;4.695;-74.041;Bogotá D.C;Zona Norte;Usaquén;Santa Barbara;1.0;2.0;63.0;57.0;320000000.0;COP;Apartamento;Venta
1351;4.697;-74.036;Bogotá D.C;Zona Norte;Usaquén;Santa Barbara;3.0;3.0;154.0;154.0;680000000.0;COP;Apartamento;Venta
1352;4.671;-74.108;Bogotá D.C;Zona Occidental;Engativa;Normandia;14.0;20.0;590.0;565.0;3500000000.0;COP;Casa;Venta
1353;4.641;-74.064;Bogotá D.C;Zona Chapinero;Chapinero;Chapinero Central;1.0;1.0;20.0;23.0;186000000.0;COP;Apartamento;Venta
1354;4.727;-74.048;Bogotá D.C;Zona Norte;Usaquén;Nueva Autopista;1.0;2.0;51.0;51.0;325000000.0;COP;Apartamento;Venta
1355;4.711;-74.072;Bogotá D.C;Zona Noroccidental;Suba;El Batán;2.0;2.0;36.0;72.0;130000000.0;COP;Casa;Venta
1356;4.68;-74.055;Bogotá D.C;Zona Chapinero;Chapinero;El Chicó;2.0;2.0;86.0;93.0;750000000.0;COP;Apartamento;Venta
1357;4.75;-74.093;Bogotá D.C;Zona Noroccidental;Suba;Turingia;3.0;2.0;49.0;49.0;185000000.0;COP;Casa;Venta
1358;4.699;-74.063;Bogotá D.C;Zona Noroccidental;Suba;Alhambra;3.0;2.0;76.0;76.0;320000000.0;COP;Apartamento;Venta
1359;4.748;-74.067;Bogotá D.C;Zona Noroccidental;Suba;Portales Del Norte;3.0;2.0;74.0;74.0;330000000.0;COP;Apartamento;Venta
1360;4.689;-74.042;Bogotá D.C;Zona Norte;Usaquén;Santa Paula;3.0;2.0;123.0;123.0;650000000.0;COP;Apartamento;Venta
1361;4.622;-74.083;Bogotá D.C;Zona Centro;Los Mártires;Usatama;3.0;2.0;84.0;93.0;390000000.0;COP;Apartamento;Venta
1362;4.732;-74.035;Bogotá D.C;Zona Norte;Usaquén;Cedritos;3.0;3.0;114.0;114.0;580000000.0;COP;Apartamento;Venta
1363;4.669;-74.041;Bogotá D.C;Zona Chapinero;Chapinero;Chico Reservado;3.0;3.0;251.0;251.0;1300000000.0;COP;Apartamento;Venta
1364;4.732;-74.036;Bogotá D.C;Zona Norte;Usaquén;Cedritos;3.0;3.0;100.0;100.0;440000000.0;COP;Apartamento;Venta
1365;4.628;-74.066;Bogotá D.C;Zona Chapinero;Chapinero;Marly;3.0;3.0;120.0;114.0;670000000.0;COP;Apartamento;Venta
1366;4.66;-74.04899999999999;Bogotá D.C;Zona Chapinero;Chapinero;Los Rosales;3.0;4.0;153.0;170.0;1600000000.0;COP;Apartamento;Venta
1367;4.671;-74.109;Bogotá D.C;Zona Occidental;Engativa;Normandia;5.0;4.0;260.0;289.0;890000000.0;COP;Casa;Venta
1368;4.658;-74.048;Bogotá D.C;Zona Chapinero;Chapinero;Los Rosales;3.0;5.0;215.0;215.0;2000000000.0;COP;Apartamento;Venta
1369;4.671;-74.047;Bogotá D.C;Zona Chapinero;Chapinero;Chico Reservado;3.0;5.0;193.0;204.0;1950000000.0;COP;Apartamento;Venta
1370;4.643;-74.06;Bogotá D.C;Zona Chapinero;Chapinero;Chapinero Alto;12.0;6.0;133.0;399.0;850000000.0;COP;Casa;Venta
1371;4.659;-74.047;Bogotá D.C;Zona Chapinero;Chapinero;Los Rosales;1.0;1.0;47.0;47.0;345000000.0;COP;Apartamento;Venta
1372;4.725;-74.046;Bogotá D.C;Zona Norte;Usaquén;Nueva Autopista;3.0;4.0;206.0;206.0;1200000000.0;COP;Casa;Venta
1373;4.73;-74.035;Bogotá D.C;Zona Norte;Usaquén;Cedritos;3.0;2.0;74.0;74.0;330000000.0;COP;Apartamento;Venta
1374;4.725;-74.062;Bogotá D.C;Zona Noroccidental;Suba;Colina Campestre;3.0;2.0;110.0;110.0;550000000.0;COP;Apartamento;Venta
1375;4.697;-74.038;Bogotá D.C;Zona Norte;Usaquén;Santa Barbara;3.0;3.0;83.0;86.0;600000000.0;COP;Apartamento;Venta
1376;4.731;-74.038;Bogotá D.C;Zona Norte;Usaquén;Cedritos;3.0;2.0;105.0;105.0;480000000.0;COP;Apartamento;Venta
1377;4.698;-74.08;Bogotá D.C;Zona Noroccidental;Suba;Pontevedra ;4.0;3.0;240.0;230.0;795000000.0;COP;Casa;Venta
1378;4.703;-74.056;Bogotá D.C;Zona Noroccidental;Suba;El Batán;2.0;2.0;64.0;64.0;290000000.0;COP;Apartamento;Venta
1379;4.633;-74.079;Bogotá D.C;Zona Chapinero;Teusaquillo;La Soledad ;2.0;2.0;57.0;57.0;300000000.0;COP;Apartamento;Venta
1380;4.709;-74.04899999999999;Bogotá D.C;Zona Norte;Usaquén;La Calleja;2.0;2.0;85.0;85.0;450000000.0;COP;Apartamento;Venta
1381;4.638;-74.057;Bogotá D.C;Zona Chapinero;Chapinero;Chapinero Alto;2.0;2.0;67.0;67.0;400000000.0;COP;Apartamento;Venta
1382;4.727;-74.065;Bogotá D.C;Zona Noroccidental;Suba;Colina Campestre;3.0;2.0;78.0;78.0;338000000.0;COP;Apartamento;Venta
1383;4.695;-74.042;Bogotá D.C;Zona Norte;Usaquén;Santa Barbara;3.0;2.0;88.0;88.0;430000000.0;COP;Apartamento;Venta
1384;4.695;-74.067;Bogotá D.C;Zona Noroccidental;Suba;Puente Largo;3.0;3.0;146.0;165.0;750000000.0;COP;Casa;Venta
1385;4.725;-74.028;Bogotá D.C;Zona Norte;Usaquén;Cedritos;3.0;3.0;148.0;148.0;580000000.0;COP;Casa;Venta
1386;4.6930000000000005;-74.041;Bogotá D.C;Zona Norte;Usaquén;Santa Paula;3.0;3.0;153.0;153.0;823000000.0;COP;Apartamento;Venta
1387;4.677;-74.055;Bogotá D.C;Zona Chapinero;Chapinero;Chico Reservado;3.0;4.0;94.0;94.0;550000000.0;COP;Apartamento;Venta
1388;4.684;-74.054;Bogotá D.C;Zona Chapinero;Chapinero;Chico Reservado;3.0;4.0;191.0;191.0;900000000.0;COP;Apartamento;Venta
1389;4.703;-74.057;Bogotá D.C;Zona Noroccidental;Suba;El Batán;5.0;3.0;175.0;253.0;800000000.0;COP;Casa;Venta
1390;4.691;-74.048;Bogotá D.C;Zona Norte;Usaquén;San Patricio;5.0;4.0;470.0;678.0;6500000000.0;COP;Casa;Venta
1391;4.685;-74.045;Bogotá D.C;Zona Chapinero;Chapinero;El Chicó;2.0;2.0;104.0;104.0;550000000.0;COP;Apartamento;Venta
1392;4.678;-74.042;Bogotá D.C;Zona Chapinero;Chapinero;Chico Norte Ii;2.0;2.0;112.0;112.0;900000000.0;COP;Apartamento;Venta
1393;4.726;-74.063;Bogotá D.C;Zona Noroccidental;Suba;Colina Campestre;3.0;2.0;243.0;230.0;920000000.0;COP;Casa;Venta
1394;4.702;-74.035;Bogotá D.C;Zona Norte;Usaquén;Santa Barbara;3.0;3.0;150.0;150.0;880000000.0;COP;Apartamento;Venta
1395;4.6930000000000005;-74.062;Bogotá D.C;Zona Noroccidental;Suba;Pasadena ;2.0;2.0;104.0;73.0;550000000.0;COP;Apartamento;Venta
1396;4.678999999999999;-74.047;Bogotá D.C;Zona Chapinero;Chapinero;Chico Norte;2.0;2.0;77.0;77.0;395000000.0;COP;Apartamento;Venta
1397;4.658;-74.05;Bogotá D.C;Zona Chapinero;Chapinero;Los Rosales;3.0;2.0;141.0;141.0;1075000000.0;COP;Apartamento;Venta
1398;4.665;-74.046;Bogotá D.C;Zona Chapinero;Chapinero;Los Rosales;3.0;2.0;142.0;243.0;1610000000.0;COP;Apartamento;Venta
1399;4.677;-74.04;Bogotá D.C;Zona Chapinero;Chapinero;Chico Norte Ii;2.0;3.0;242.0;182.0;1800000000.0;COP;Apartamento;Venta
1400;4.6819999999999995;-74.051;Bogotá D.C;Zona Chapinero;Chapinero;Chico Norte;3.0;3.0;140.0;140.0;800000000.0;COP;Apartamento;Venta
1401;4.718999999999999;-74.066;Bogotá D.C;Zona Noroccidental;Suba;Colina Campestre;4.0;3.0;290.0;257.0;1150000000.0;COP;Casa;Venta
1402;4.715;-74.05;Bogotá D.C;Zona Norte;Usaquén;La Calleja;3.0;4.0;161.0;161.0;1150000000.0;COP;Apartamento;Venta
1403;4.663;-74.048;Bogotá D.C;Zona Chapinero;Chapinero;Los Rosales;4.0;4.0;363.0;303.0;2160000000.0;COP;Apartamento;Venta
1404;4.709;-74.029;Bogotá D.C;Zona Norte;Usaquén;Bella Suiza;4.0;5.0;383.0;497.0;2150000000.0;COP;Apartamento;Venta
1405;4.671;-74.044;Bogotá D.C;Zona Chapinero;Chapinero;Chico Norte Ii;4.0;6.0;541.0;443.0;8000000000.0;COP;Apartamento;Venta
1406;4.718999999999999;-74.03399999999999;Bogotá D.C;Zona Norte;Usaquén;Cedritos;2.0;1.0;61.0;61.0;230000000.0;COP;Apartamento;Venta
1407;4.7330000000000005;-74.029;Bogotá D.C;Zona Norte;Usaquén;Barrancas;4.0;2.0;60.0;106.0;550000000.0;COP;Casa;Venta
1408;4.66;-74.05;Bogotá D.C;Zona Chapinero;Chapinero;Los Rosales;3.0;3.0;206.0;206.0;1450000000.0;COP;Apartamento;Venta
1409;4.66;-74.04899999999999;Bogotá D.C;Zona Chapinero;Chapinero;Los Rosales;3.0;3.0;202.0;202.0;1520000000.0;COP;Apartamento;Venta
1410;4.657;-74.128;Bogotá D.C;Zona Occidental;Fontibón;La Felicidad;3.0;2.0;86.0;86.0;460000000.0;COP;Apartamento;Venta
1411;4.727;-74.074;Bogotá D.C;Zona Noroccidental;Suba;Gratamira;4.0;5.0;217.0;286.0;1190000000.0;COP;Casa;Venta
1412;4.726;-74.063;Bogotá D.C;Zona Noroccidental;Suba;Colina Campestre;3.0;3.0;364.0;358.0;2000000000.0;COP;Casa;Venta
1413;4.7010000000000005;-74.06;Bogotá D.C;Zona Noroccidental;Suba;Alhambra;3.0;3.0;170.0;130.0;490000000.0;COP;Apartamento;Venta
1414;4.6819999999999995;-74.086;Bogotá D.C;Zona Occidental;Engativa;Las Ferias;6.0;3.0;165.0;171.0;420000000.0;COP;Casa;Venta
1415;4.698;-74.036;Bogotá D.C;Zona Norte;Usaquén;Santa Barbara;1.0;2.0;53.0;53.0;370000000.0;COP;Apartamento;Venta
1416;4.6930000000000005;-74.062;Bogotá D.C;Zona Noroccidental;Suba;Pasadena ;1.0;3.0;54.0;54.0;350000000.0;COP;Apartamento;Venta
1417;4.6930000000000005;-74.062;Bogotá D.C;Zona Noroccidental;Suba;Pasadena ;2.0;3.0;65.0;65.0;450000000.0;COP;Apartamento;Venta
1418;4.713;-74.07300000000001;Bogotá D.C;Zona Noroccidental;Suba;Niza;3.0;2.0;114.0;114.0;450000000.0;COP;Apartamento;Venta
1419;4.717;-74.031;Bogotá D.C;Zona Norte;Usaquén;Cedritos;3.0;3.0;88.0;88.0;490000000.0;COP;Apartamento;Venta
1420;4.686;-74.045;Bogotá D.C;Zona Chapinero;Chapinero;El Chicó;3.0;3.0;115.0;115.0;595000000.0;COP;Apartamento;Venta
1421;4.725;-74.024;Bogotá D.C;Zona Norte;Usaquén;Bosque De Pinos;3.0;3.0;145.0;145.0;650000000.0;COP;Apartamento;Venta
1422;4.656000000000001;-74.04899999999999;Bogotá D.C;Zona Chapinero;Chapinero;Los Rosales;3.0;4.0;220.0;220.0;1300000000.0;COP;Apartamento;Venta
1423;4.703;-74.057;Bogotá D.C;Zona Noroccidental;Suba;El Batán;5.0;3.0;175.0;253.0;800000000.0;COP;Casa;Venta
1424;4.709;-74.04899999999999;Bogotá D.C;Zona Norte;Usaquén;La Calleja;5.0;5.0;227.0;196.0;1240000000.0;COP;Casa;Venta
1425;4.658;-74.048;Bogotá D.C;Zona Chapinero;Chapinero;Los Rosales;3.0;2.0;142.0;243.0;1610000000.0;COP;Apartamento;Venta
1426;4.675;-74.05199999999999;Bogotá D.C;Zona Chapinero;Chapinero;El Chicó;2.0;3.0;85.0;85.0;799000000.0;COP;Apartamento;Venta
1427;4.7330000000000005;-74.053;Bogotá D.C;Zona Noroccidental;Suba;Gratamira;3.0;3.0;167.0;167.0;1050000000.0;COP;Apartamento;Venta
1428;4.723;-74.039;Bogotá D.C;Zona Norte;Usaquén;Cedritos;1.0;2.0;47.0;47.0;315000000.0;COP;Apartamento;Venta
1429;4.676;-74.058;Bogotá D.C;Zona Chapinero;Chapinero;Chico Reservado;3.0;4.0;148.0;148.0;1300000000.0;COP;Apartamento;Venta
1430;4.703;-74.057;Bogotá D.C;Zona Noroccidental;Suba;El Batán;5.0;3.0;175.0;253.0;800000000.0;COP;Casa;Venta
1431;4.664;-74.135;Bogotá D.C;Zona Occidental;Fontibón;Hayuelos;3.0;2.0;90.0;90.0;380000000.0;COP;Casa;Venta
1432;4.745;-74.068;Bogotá D.C;Zona Noroccidental;Suba;Colina Campestre;3.0;4.0;172.0;172.0;870000000.0;COP;Apartamento;Venta
1433;4.7330000000000005;-74.05199999999999;Bogotá D.C;Zona Noroccidental;Suba;Mazuren;2.0;2.0;68.0;68.0;265000000.0;COP;Apartamento;Venta
1434;4.731;-74.028;Bogotá D.C;Zona Norte;Usaquén;Barrancas;2.0;2.0;63.0;63.0;365000000.0;COP;Apartamento;Venta
1435;4.696000000000001;-74.051;Bogotá D.C;Zona Norte;Usaquén;San Patricio;1.0;2.0;45.0;45.0;310000000.0;COP;Apartamento;Venta
1436;4.696000000000001;-74.051;Bogotá D.C;Zona Norte;Usaquén;San Patricio;1.0;2.0;80.0;80.0;560000000.0;COP;Apartamento;Venta
1437;4.69;-74.043;Bogotá D.C;Zona Norte;Usaquén;Santa Barbara;2.0;2.0;70.0;70.0;380000000.0;COP;Apartamento;Venta
1438;4.689;-74.05;Bogotá D.C;Zona Norte;Usaquén;Santa Barbara;1.0;2.0;62.0;62.0;450000000.0;COP;Apartamento;Venta
1439;4.69;-74.042;Bogotá D.C;Zona Norte;Usaquén;Santa Paula;3.0;3.0;136.0;136.0;875000000.0;COP;Apartamento;Venta
1440;4.672;-74.047;Bogotá D.C;Zona Chapinero;Chapinero;Chico Reservado;3.0;2.0;206.0;191.0;1680000000.0;COP;Apartamento;Venta
1441;4.658;-74.05;Bogotá D.C;Zona Chapinero;Chapinero;Los Rosales;3.0;2.0;141.0;141.0;1075000000.0;COP;Apartamento;Venta
1442;4.658;-74.048;Bogotá D.C;Zona Chapinero;Chapinero;Los Rosales;3.0;2.0;142.0;243.0;1610000000.0;COP;Apartamento;Venta
1443;4.678999999999999;-74.045;Bogotá D.C;Zona Chapinero;Chapinero;Chico Norte;2.0;2.0;90.0;90.0;480000000.0;COP;Apartamento;Venta
1444;4.665;-74.046;Bogotá D.C;Zona Chapinero;Chapinero;Los Rosales;4.0;4.0;363.0;303.0;2160000000.0;COP;Apartamento;Venta
1445;4.754;-74.079;Bogotá D.C;Zona Noroccidental;Suba;El Salitre;2.0;2.0;58.0;58.0;175000000.0;COP;Apartamento;Venta
1446;4.726;-74.067;Bogotá D.C;Zona Noroccidental;Suba;Colina Campestre;3.0;2.0;101.0;101.0;494000000.0;COP;Apartamento;Venta
1447;4.713;-74.078;Bogotá D.C;Zona Noroccidental;Suba;Niza;4.0;3.0;900.0;500.0;2000000000.0;COP;Casa;Venta
1448;4.731;-74.08;Bogotá D.C;Zona Noroccidental;Suba;Cerros De Suba;3.0;3.0;2064.0;352.0;2380000000.0;COP;Casa;Venta
1449;4.7330000000000005;-74.053;Bogotá D.C;Zona Noroccidental;Suba;Gratamira;3.0;3.0;167.0;167.0;1050000000.0;COP;Apartamento;Venta
1450;4.702;-74.078;Bogotá D.C;Zona Noroccidental;Suba;Pontevedra ;5.0;5.0;280.0;307.0;900000000.0;COP;Casa;Venta
1451;4.692;-74.042;Bogotá D.C;Zona Norte;Usaquén;Santa Barbara;2.0;2.0;70.0;70.0;415000000.0;COP;Apartamento;Venta
1452;4.761;-74.043;Bogotá D.C;Zona Norte;Usaquén;San Antonio Norte;4.0;2.0;72.0;72.0;270000000.0;COP;Apartamento;Venta
1453;4.672;-74.048;Bogotá D.C;Zona Chapinero;Chapinero;Chico Reservado;3.0;2.0;206.0;191.0;1680000000.0;COP;Apartamento;Venta
1454;4.658;-74.05;Bogotá D.C;Zona Chapinero;Chapinero;Los Rosales;3.0;2.0;141.0;141.0;1075000000.0;COP;Apartamento;Venta
1455;4.694;-74.064;Bogotá D.C;Zona Noroccidental;Suba;Puente Largo;2.0;2.0;85.0;85.0;530000000.0;COP;Apartamento;Venta
1456;4.638999999999999;-74.061;Bogotá D.C;Zona Chapinero;Chapinero;Chapinero Alto;2.0;2.0;60.0;60.0;390000000.0;COP;Apartamento;Venta
1457;4.726;-74.067;Bogotá D.C;Zona Noroccidental;Suba;Colina Campestre;3.0;2.0;101.0;101.0;494000000.0;COP;Apartamento;Venta
1458;4.665;-74.046;Bogotá D.C;Zona Chapinero;Chapinero;Los Rosales;3.0;2.0;142.0;243.0;1610000000.0;COP;Apartamento;Venta
1459;4.678999999999999;-74.047;Bogotá D.C;Zona Chapinero;Chapinero;Chico Norte;2.0;2.0;90.0;90.0;480000000.0;COP;Apartamento;Venta
1460;4.696000000000001;-74.036;Bogotá D.C;Zona Norte;Usaquén;Santa Barbara;2.0;2.0;88.0;88.0;390000000.0;COP;Apartamento;Venta
1461;4.6930000000000005;-74.036;Bogotá D.C;Zona Norte;Usaquén;Santa Barbara;3.0;2.0;92.0;92.0;500000000.0;COP;Apartamento;Venta
1462;4.731;-74.08;Bogotá D.C;Zona Noroccidental;Suba;Cerros De Suba;3.0;3.0;2064.0;352.0;2380000000.0;COP;Casa;Venta
1463;4.694;-74.08;Bogotá D.C;Zona Noroccidental;Suba;Pontevedra ;3.0;3.0;104.0;104.0;560000000.0;COP;Apartamento;Venta
1464;4.69;-74.044;Bogotá D.C;Zona Norte;Usaquén;Santa Paula;3.0;3.0;136.0;136.0;875000000.0;COP;Apartamento;Venta
1465;4.677;-74.04;Bogotá D.C;Zona Chapinero;Chapinero;Chico Norte Ii;2.0;3.0;242.0;182.0;1800000000.0;COP;Apartamento;Venta
1466;4.724;-74.023;Bogotá D.C;Zona Norte;Usaquén;Bosque De Pinos;4.0;4.0;250.0;250.0;1100000000.0;COP;Casa;Venta
1467;4.663;-74.048;Bogotá D.C;Zona Chapinero;Chapinero;Los Rosales;4.0;4.0;363.0;303.0;2160000000.0;COP;Apartamento;Venta
1468;4.727;-74.024;Bogotá D.C;Zona Norte;Usaquén;Bosque De Pinos;4.0;4.0;178.0;178.0;892000000.0;COP;Apartamento;Venta
1469;4.671;-74.044;Bogotá D.C;Zona Chapinero;Chapinero;Chico Norte Ii;4.0;6.0;541.0;443.0;8000000000.0;COP;Apartamento;Venta
1470;4.694;-74.027;Bogotá D.C;Zona Norte;Usaquén;La Calleja;3.0;4.0;161.0;161.0;1150000000.0;COP;Apartamento;Venta
1471;4.666;-74.12;Bogotá D.C;Zona Occidental;Fontibón;Modelia;2.0;2.0;71.0;71.0;310000000.0;COP;Apartamento;Venta
1472;4.707;-74.032;Bogotá D.C;Zona Norte;Usaquén;Bella Suiza;3.0;2.0;105.0;105.0;550000000.0;COP;Apartamento;Venta
1473;4.6530000000000005;-74.056;Bogotá D.C;Zona Chapinero;Chapinero;Chapinero Alto;3.0;3.0;182.0;182.0;900000000.0;COP;Apartamento;Venta
1474;4.698;-74.041;Bogotá D.C;Zona Norte;Usaquén;Santa Barbara;1.0;1.0;33.0;33.0;278000000.0;COP;Apartamento;Venta
1475;4.718999999999999;-74.033;Bogotá D.C;Zona Norte;Usaquén;Cedritos;1.0;1.0;40.0;40.0;215000000.0;COP;Apartamento;Venta
1476;4.664;-74.123;Bogotá D.C;Zona Occidental;Fontibón;La Felicidad;3.0;3.0;113.0;113.0;697442000.0;COP;Apartamento;Venta
1477;4.669;-74.118;Bogotá D.C;Zona Occidental;Fontibón;Modelia;4.0;4.0;216.0;212.0;710000000.0;COP;Casa;Venta
1478;4.725;-74.03;Bogotá D.C;Zona Norte;Usaquén;Cedritos;3.0;3.0;82.0;82.0;380000000.0;COP;Apartamento;Venta
1479;4.757;-74.028;Bogotá D.C;Zona Norte;Usaquén;San Antonio Norte;2.0;1.0;33.0;33.0;137000000.0;COP;Apartamento;Venta
1480;4.695;-74.03699999999999;Bogotá D.C;Zona Norte;Usaquén;Santa Paula;2.0;2.0;59.0;59.0;350000000.0;COP;Apartamento;Venta
1481;4.6739999999999995;-74.053;Bogotá D.C;Zona Chapinero;Chapinero;El Chicó;1.0;1.0;43.0;43.0;300000000.0;COP;Apartamento;Venta
1482;4.65;-74.055;Bogotá D.C;Zona Chapinero;Chapinero;Chapinero Alto;1.0;2.0;82.0;82.0;530000000.0;COP;Apartamento;Venta
1483;4.632;-74.066;Bogotá D.C;Zona Chapinero;Chapinero;Chapinero Central;1.0;1.0;55.0;55.0;250000000.0;COP;Apartamento;Venta
1484;4.658;-74.12100000000001;Bogotá D.C;Zona Occidental;Fontibón;La Felicidad;3.0;2.0;88.0;88.0;495000000.0;COP;Apartamento;Venta
1485;4.694;-74.092;Bogotá D.C;Zona Occidental;Engativa;Santa Maria Del Lago;3.0;2.0;67.0;67.0;325000000.0;COP;Apartamento;Venta
1486;4.658;-74.12;Bogotá D.C;Zona Occidental;Fontibón;La Felicidad;3.0;3.0;112.0;112.0;620000000.0;COP;Apartamento;Venta
1487;4.745;-74.057;Bogotá D.C;Zona Noroccidental;Suba;Sotavento;3.0;2.0;129.0;129.0;515342000.0;COP;Apartamento;Venta
1488;4.726;-74.067;Bogotá D.C;Zona Noroccidental;Suba;Colina Campestre;3.0;3.0;141.0;141.0;620000000.0;COP;Apartamento;Venta
1489;4.726;-74.067;Bogotá D.C;Zona Noroccidental;Suba;Colina Campestre;3.0;3.0;121.0;121.0;500000000.0;COP;Apartamento;Venta
1490;4.707;-74.07;Bogotá D.C;Zona Noroccidental;Suba;Lagos De Cordoba;3.0;3.0;93.0;93.0;500000000.0;COP;Apartamento;Venta
1491;4.72;-74.033;Bogotá D.C;Zona Norte;Usaquén;Cedritos;2.0;2.0;91.0;91.0;390000000.0;COP;Apartamento;Venta
1492;4.718999999999999;-74.045;Bogotá D.C;Zona Norte;Usaquén;El Contador;3.0;3.0;107.0;107.0;595000000.0;COP;Apartamento;Venta
1493;4.684;-74.05199999999999;Bogotá D.C;Zona Chapinero;Chapinero;Chico Norte;2.0;2.0;63.0;63.0;470000000.0;COP;Apartamento;Venta
1494;4.678999999999999;-74.055;Bogotá D.C;Zona Chapinero;Chapinero;El Chicó;1.0;2.0;55.0;55.0;420000000.0;COP;Apartamento;Venta
1495;4.628;-74.059;Bogotá D.C;Zona Chapinero;Chapinero;Chapinero Alto;1.0;2.0;54.0;54.0;400000000.0;COP;Apartamento;Venta
1496;4.678999999999999;-74.045;Bogotá D.C;Zona Chapinero;Chapinero;Chico Norte;2.0;2.0;90.0;90.0;480000000.0;COP;Apartamento;Venta
1497;4.637;-74.146;Bogotá D.C;Zona Suroccidental;Kennedy;Castilla;3.0;2.0;58.0;58.0;200000000.0;COP;Apartamento;Venta
1498;4.658;-74.05;Bogotá D.C;Zona Chapinero;Chapinero;Los Rosales;3.0;2.0;141.0;141.0;1075000000.0;COP;Apartamento;Venta
1499;4.672;-74.047;Bogotá D.C;Zona Chapinero;Chapinero;Chico Reservado;3.0;2.0;206.0;191.0;1680000000.0;COP;Apartamento;Venta
1500;4.678999999999999;-74.10600000000001;Bogotá D.C;Zona Occidental;Engativa;Normandia;4.0;2.0;118.0;118.0;650000000.0;COP;Apartamento;Venta
1501;4.657;-74.04899999999999;Bogotá D.C;Zona Chapinero;Chapinero;Los Rosales;2.0;3.0;220.0;220.0;1750000000.0;COP;Apartamento;Venta
1502;4.68;-74.054;Bogotá D.C;Zona Chapinero;Chapinero;Chico Reservado;2.0;3.0;92.0;92.0;750000000.0;COP;Apartamento;Venta
1503;4.68;-74.055;Bogotá D.C;Zona Chapinero;Chapinero;El Chicó;2.0;3.0;92.0;92.0;750000000.0;COP;Apartamento;Venta
1504;4.678;-74.043;Bogotá D.C;Zona Chapinero;Chapinero;Chico Norte Ii;2.0;3.0;118.0;118.0;950000000.0;COP;Apartamento;Venta
1505;4.731;-74.08;Bogotá D.C;Zona Noroccidental;Suba;Cerros De Suba;3.0;3.0;2064.0;352.0;2380000000.0;COP;Casa;Venta
1506;4.727;-74.042;Bogotá D.C;Zona Norte;Usaquén;Cedritos;3.0;3.0;102.0;130.0;550000000.0;COP;Apartamento;Venta
1507;4.672;-74.043;Bogotá D.C;Zona Chapinero;Chapinero;El Chicó;2.0;4.0;176.0;176.0;1550000000.0;COP;Apartamento;Venta
1508;4.67;-74.042;Bogotá D.C;Zona Chapinero;Chapinero;Chico Reservado;3.0;4.0;208.0;208.0;1300000000.0;COP;Apartamento;Venta
1509;4.658;-74.048;Bogotá D.C;Zona Chapinero;Chapinero;Los Rosales;3.0;4.0;265.0;265.0;2650000000.0;COP;Apartamento;Venta
1510;4.6339999999999995;-74.061;Bogotá D.C;Zona Chapinero;Chapinero;Chapinero Alto;3.0;4.0;176.0;176.0;1200000000.0;COP;Apartamento;Venta
1511;4.654;-74.051;Bogotá D.C;Zona Chapinero;Chapinero;Los Rosales;4.0;4.0;303.0;303.0;2260000000.0;COP;Apartamento;Venta
1512;4.675;-74.054;Bogotá D.C;Zona Chapinero;Chapinero;El Chicó;4.0;5.0;217.0;217.0;1200000000.0;COP;Apartamento;Venta
1513;4.6739999999999995;-74.05199999999999;Bogotá D.C;Zona Chapinero;Chapinero;Chico Reservado;2.0;2.0;70.0;70.0;450000000.0;COP;Apartamento;Venta
1514;4.721;-74.03699999999999;Bogotá D.C;Zona Norte;Usaquén;Cedritos;3.0;3.0;118.0;118.0;550000000.0;COP;Apartamento;Venta
1515;4.6930000000000005;-74.041;Bogotá D.C;Zona Norte;Usaquén;Santa Paula;3.0;3.0;157.0;148.0;900000000.0;COP;Apartamento;Venta
1516;4.694;-74.04899999999999;Bogotá D.C;Zona Norte;Usaquén;San Patricio;3.0;4.0;101.0;101.0;680000000.0;COP;Apartamento;Venta
1517;4.695;-74.042;Bogotá D.C;Zona Norte;Usaquén;Santa Barbara;4.0;4.0;240.0;240.0;980000000.0;COP;Apartamento;Venta
1518;4.71;-74.029;Bogotá D.C;Zona Norte;Usaquén;Bella Suiza;4.0;6.0;502.0;387.0;2280000000.0;COP;Apartamento;Venta
1519;4.6739999999999995;-74.043;Bogotá D.C;Zona Chapinero;Chapinero;Chico Norte;3.0;4.0;300.0;300.0;2300000000.0;COP;Apartamento;Venta
1520;4.641;-74.153;Bogotá D.C;Zona Suroccidental;Kennedy;Castilla;3.0;2.0;65.0;65.0;265000000.0;COP;Apartamento;Venta
1521;4.7330000000000005;-74.033;Bogotá D.C;Zona Norte;Usaquén;Cedritos;3.0;3.0;125.0;125.0;613000000.0;COP;Apartamento;Venta
1522;4.699;-74.045;Bogotá D.C;Zona Norte;Usaquén;Santa Barbara;3.0;3.0;197.0;172.0;1200000000.0;COP;Apartamento;Venta
1523;4.6819999999999995;-74.086;Bogotá D.C;Zona Occidental;Engativa;Las Ferias;6.0;3.0;165.0;171.0;420000000.0;COP;Casa;Venta
1524;4.677;-74.055;Bogotá D.C;Zona Chapinero;Chapinero;Chico Reservado;3.0;4.0;94.0;94.0;520000000.0;COP;Apartamento;Venta
1525;4.655;-74.059;Bogotá D.C;Zona Chapinero;Chapinero;Quinta Camacho;3.0;4.0;500.0;423.0;2160000000.0;COP;Casa;Venta
